dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
29,2020-03-04,0,0,673,0,0,0,363,310,0,0,0,137,0,0,61,75
29,2020-03-05,0,0,545,0,0,0,290,255,0,0,0,200,0,0,86,114
29,2020-03-06,0,1,606,1,1,0,305,301,1,0,0,164,0,0,74,90
29,2020-03-07,0,0,651,0,0,0,370,281,0,0,0,213,0,0,83,130
29,2020-03-08,0,0,589,0,0,0,295,294,0,0,0,252,0,0,112,140
29,2020-03-09,0,0,695,0,0,0,377,318,0,0,0,239,0,0,99,140
29,2020-03-10,0,3,676,1,1,2,343,333,1,0,0,168,0,0,84,84
29,2020-03-11,0,0,627,0,0,0,304,323,0,0,0,195,0,0,78,117
29,2020-03-12,0,0,589,0,0,0,305,284,0,0,0,200,0,0,87,113
29,2020-03-13,0,0,587,0,0,0,296,291,0,0,1,201,1,0,86,115
29,2020-03-14,0,0,512,0,0,0,278,234,0,0,0,258,0,0,115,143
29,2020-03-15,0,0,488,0,0,0,287,201,0,0,22,243,16,6,114,129
29,2020-03-16,0,7,484,0,3,4,241,243,0,0,3,208,1,2,91,117
29,2020-03-17,0,8,469,2,7,1,233,236,1,1,3,150,1,2,69,81
29,2020-03-18,0,4,427,0,2,2,230,197,0,0,17,166,10,7,76,90
29,2020-03-19,0,2,434,0,1,1,219,215,0,0,10,158,5,5,74,84
29,2020-03-20,0,9,433,1,3,6,226,207,1,0,10,117,6,4,53,64
29,2020-03-21,0,5,375,1,4,1,190,185,1,0,14,181,5,9,73,108
2A,2020-02-24,0,0,121,0,0,0,76,45,0,0,0,146,0,0,34,83
2A,2020-02-25,0,0,79,0,0,0,39,40,0,0,0,62,0,0,13,41
2A,2020-02-26,0,0,97,0,0,0,51,46,0,0,0,46,0,0,14,27
2A,2020-02-27,0,0,93,0,0,0,44,49,0,0,0,58,0,0,13,39
2A,2020-02-28,0,0,124,0,0,0,63,61,0,0,0,28,0,0,6,22
2A,2020-02-29,0,0,78,0,0,0,45,33,0,0,0,48,0,0,17,30
2A,2020-03-01,0,0,90,0,0,0,41,49,0,0,0,29,0,0,11,18
2A,2020-03-02,0,0,82,0,0,0,36,46,0,0,0,133,0,0,37,71
2A,2020-03-03,0,0,108,0,0,0,60,48,0,0,0,107,0,0,36,59
2A,2020-03-04,0,4,116,4,0,4,60,56,0,4,0,13,0,0,5,8
2A,2020-03-05,0,8,112,0,1,7,54,58,0,0,0,28,0,0,12,15
2A,2020-03-06,0,1,67,1,0,1,42,25,0,1,0,18,0,0,9,9
2A,2020-03-07,0,6,105,6,3,3,61,44,3,3,2,56,2,0,18,35
2A,2020-03-08,0,5,86,5,1,4,50,36,1,4,0,25,0,0,13,12
2A,2020-03-09,0,0,80,0,0,0,50,30,0,0,1,106,1,0,31,61
2A,2020-03-10,0,0,74,0,0,0,29,45,0,0,0,82,0,0,16,49
2A,2020-03-11,0,1,77,1,0,1,47,30,0,1,0,86,0,0,26,49
2A,2020-03-12,0,0,65,0,0,0,37,28,0,0,0,15,0,0,5,10
2A,2020-03-13,0,2,61,1,1,1,33,28,1,0,2,97,1,1,22,60
2A,2020-03-14,0,1,68,1,0,1,48,20,0,1,11,104,3,8,27,61
2A,2020-03-15,0,1,44,1,1,0,25,19,1,0,47,100,8,32,29,58
2A,2020-03-16,0,2,58,2,1,1,29,29,1,1,3,21,1,2,7,14
2A,2020-03-17,0,2,43,2,1,1,17,26,1,1,1,29,1,0,19,10
2A,2020-03-18,0,1,41,1,1,0,26,15,1,0,10,43,5,5,21,22
2A,2020-03-19,0,0,46,0,0,0,27,19,0,0,9,38,5,4,17,21
2A,2020-03-20,0,0,38,0,0,0,19,19,0,0,10,33,1,9,8,25
2A,2020-03-21,0,0,47,0,0,0,28,19,0,0,17,62,8,9,24,38
2B,2020-02-24,0,0,134,0,0,0,78,56,0,0,,,,,,
2B,2020-02-25,0,0,118,0,0,0,57,61,0,0,,,,,,
2B,2020-02-26,0,0,115,0,0,0,59,56,0,0,,,,,,
2B,2020-02-27,0,0,109,0,0,0,68,41,0,0,,,,,,
2B,2020-02-28,0,0,112,0,0,0,51,61,0,0,,,,,,
2B,2020-02-29,0,5,115,0,2,3,63,52,0,0,,,,,,
2B,2020-03-01,0,3,109,3,2,1,56,53,2,1,,,,,,
2B,2020-03-02,0,4,119,4,1,3,49,70,1,3,,,,,,
2B,2020-03-03,0,11,127,10,4,7,61,66,3,7,,,,,,
2B,2020-03-04,0,3,112,3,1,2,49,63,1,2,,,,,,
2B,2020-03-05,0,7,128,7,2,5,76,52,2,5,,,,,,
2B,2020-03-06,0,21,136,21,15,6,77,59,15,6,,,,,,
2B,2020-03-07,0,12,118,12,9,3,62,56,9,3,,,,,,
2B,2020-03-08,0,6,121,6,4,2,63,57,4,2,,,,,,
2B,2020-03-09,0,8,131,8,2,6,60,71,2,6,,,,,,
2B,2020-03-10,0,14,112,14,9,5,63,49,9,5,,,,,,
2B,2020-03-11,0,18,122,18,5,13,60,62,5,13,,,,,,
2B,2020-03-12,0,26,123,26,15,11,67,56,15,11,,,,,,
2B,2020-03-13,0,37,130,37,18,19,77,53,18,19,,,,,,
2B,2020-03-14,0,19,111,19,11,8,62,49,11,8,,,,,,
2B,2020-03-15,0,34,102,34,17,17,60,42,17,17,,,,,,
2B,2020-03-16,0,33,94,33,15,18,52,42,15,18,,,,,,
2B,2020-03-17,0,32,81,31,11,21,45,36,11,20,,,,,,
2B,2020-03-18,0,26,79,26,11,15,43,36,11,15,,,,,,
2B,2020-03-19,0,39,92,39,18,21,43,49,18,21,,,,,,
2B,2020-03-20,0,33,107,33,11,22,37,70,11,22,,,,,,
2B,2020-03-21,0,17,64,16,6,11,29,35,6,10,,,,,,
30,2020-02-24,0,0,628,0,0,0,329,299,0,0,0,95,0,0,43,52
30,2020-02-25,0,0,533,0,0,0,278,255,0,0,0,73,0,0,29,44
30,2020-02-26,0,0,531,0,0,0,263,268,0,0,0,81,0,0,34,47
30,2020-02-27,0,0,549,0,0,0,280,269,0,0,0,82,0,0,30,52
30,2020-02-28,0,0,526,0,0,0,270,256,0,0,0,98,0,0,48,50
30,2020-02-29,0,0,507,0,0,0,270,237,0,0,0,155,0,0,71,84
30,2020-03-01,0,0,475,0,0,0,246,229,0,0,0,154,0,0,67,87
30,2020-03-02,0,0,582,0,0,0,284,298,0,0,0,89,0,0,33,56
30,2020-03-03,0,0,511,0,0,0,248,263,0,0,0,90,0,0,39,51
30,2020-03-04,0,0,466,0,0,0,229,237,0,0,0,89,0,0,32,57
30,2020-03-05,0,0,507,0,0,0,259,248,0,0,0,88,0,0,35,53
30,2020-03-06,0,0,509,0,0,0,269,240,0,0,0,100,0,0,45,55
30,2020-03-07,0,0,513,0,0,0,264,249,0,0,0,148,0,0,74,74
30,2020-03-08,0,0,486,0,0,0,261,225,0,0,0,146,0,0,59,87
30,2020-03-09,0,0,520,0,0,0,256,264,0,0,0,82,0,0,28,54
30,2020-03-10,0,0,481,0,0,0,231,250,0,0,0,87,0,0,33,54
30,2020-03-11,0,0,511,0,0,0,270,241,0,0,0,75,0,0,32,43
30,2020-03-12,0,1,454,0,0,1,245,209,0,0,0,89,0,0,39,50
30,2020-03-13,0,0,479,0,0,0,257,222,0,0,3,90,1,2,38,52
30,2020-03-14,0,0,405,0,0,0,224,181,0,0,7,146,4,3,61,85
30,2020-03-15,0,0,342,0,0,0,174,168,0,0,3,136,1,2,64,72
30,2020-03-16,0,0,326,0,0,0,169,157,0,0,2,78,0,2,29,49
30,2020-03-17,0,0,283,0,0,0,151,132,0,0,3,66,2,1,27,39
30,2020-03-18,0,3,260,0,2,1,111,149,0,0,1,50,1,0,24,26
30,2020-03-19,0,2,253,0,2,0,125,128,0,0,3,55,1,2,23,32
30,2020-03-20,0,6,268,1,3,3,134,134,0,1,5,50,1,4,19,31
30,2020-03-21,0,8,197,4,4,4,103,94,3,1,5,91,1,4,40,51
31,2020-02-24,0,1,987,0,0,1,523,464,0,0,0,130,0,0,50,80
31,2020-02-25,0,0,836,0,0,0,408,428,0,0,0,118,0,0,43,75
31,2020-02-26,0,0,817,0,0,0,409,408,0,0,0,133,0,0,59,74
31,2020-02-27,0,0,845,0,0,0,438,407,0,0,0,117,0,0,44,73
31,2020-02-28,0,0,855,0,0,0,441,414,0,0,0,130,0,0,49,81
31,2020-02-29,0,1,944,1,1,0,514,430,1,0,0,218,0,0,96,122
31,2020-03-01,0,6,889,6,1,5,453,436,1,5,0,265,0,0,107,158
31,2020-03-02,0,0,852,0,0,0,439,413,0,0,0,144,0,0,57,87
31,2020-03-03,0,1,751,0,0,1,390,361,0,0,0,134,0,0,63,71
31,2020-03-04,0,1,803,0,0,1,410,393,0,0,0,156,0,0,69,87
31,2020-03-05,0,5,819,4,2,3,400,419,2,2,1,140,0,1,56,84
31,2020-03-06,0,2,829,1,2,0,454,375,1,0,0,129,0,0,53,76
31,2020-03-07,0,0,855,0,0,0,418,437,0,0,0,198,0,0,82,116
31,2020-03-08,0,4,866,4,2,2,441,425,2,2,0,255,0,0,108,147
31,2020-03-09,0,7,898,6,0,7,463,435,0,6,0,152,0,0,69,83
31,2020-03-10,0,12,761,10,6,6,390,371,5,5,1,146,1,0,62,84
31,2020-03-11,0,6,784,5,5,1,415,369,4,1,0,128,0,0,50,78
31,2020-03-12,0,10,828,6,4,6,416,412,3,3,0,141,0,0,66,75
31,2020-03-13,0,43,690,16,22,21,351,339,8,8,4,132,2,2,50,82
31,2020-03-14,0,55,698,21,24,31,380,318,8,13,27,255,9,18,100,155
31,2020-03-15,0,41,603,29,21,20,334,269,15,14,52,278,24,28,115,163
31,2020-03-16,0,82,531,36,37,45,269,261,14,22,24,132,15,9,68,64
31,2020-03-17,0,51,473,24,22,29,258,215,11,13,16,131,5,11,58,73
31,2020-03-18,0,35,454,14,14,21,262,192,6,8,30,138,18,12,60,78
31,2020-03-19,0,28,396,12,14,14,201,195,8,4,21,109,12,9,43,66
31,2020-03-20,0,15,425,4,6,9,216,209,3,1,16,120,7,9,55,65
31,2020-03-21,0,23,317,4,13,10,164,153,3,1,36,191,15,21,75,116
32,2020-02-24,0,0,87,0,0,0,40,47,0,0,,,,,,
32,2020-02-25,0,0,71,0,0,0,32,39,0,0,,,,,,
32,2020-02-26,0,0,70,0,0,0,35,35,0,0,,,,,,
32,2020-02-27,0,0,81,0,0,0,30,51,0,0,,,,,,
32,2020-02-28,0,0,79,0,0,0,38,41,0,0,,,,,,
32,2020-02-29,0,0,78,0,0,0,41,37,0,0,,,,,,
32,2020-03-01,0,0,93,0,0,0,46,47,0,0,,,,,,
32,2020-03-02,0,1,95,1,1,0,43,52,1,0,,,,,,
32,2020-03-03,0,0,69,0,0,0,32,37,0,0,,,,,,
32,2020-03-04,0,0,77,0,0,0,45,32,0,0,,,,,,
32,2020-03-05,0,0,71,0,0,0,47,24,0,0,,,,,,
32,2020-03-06,0,0,67,0,0,0,35,32,0,0,,,,,,
32,2020-03-07,0,0,84,0,0,0,48,36,0,0,,,,,,
32,2020-03-08,0,0,95,0,0,0,46,49,0,0,,,,,,
32,2020-03-09,0,0,68,0,0,0,42,26,0,0,,,,,,
32,2020-03-10,0,1,70,1,1,0,32,38,1,0,,,,,,
32,2020-03-11,0,1,59,1,1,0,30,29,1,0,,,,,,
32,2020-03-12,0,0,90,0,0,0,51,39,0,0,,,,,,
32,2020-03-13,0,8,65,5,2,6,32,33,1,4,,,,,,
32,2020-03-14,0,5,68,2,2,3,28,40,1,1,,,,,,
32,2020-03-15,0,2,56,2,1,1,19,37,1,1,,,,,,
32,2020-03-16,0,12,64,5,5,7,29,35,3,2,,,,,,
32,2020-03-17,0,1,37,0,0,1,15,22,0,0,,,,,,
32,2020-03-18,0,3,41,1,1,2,23,18,0,1,,,,,,
32,2020-03-19,0,2,49,1,0,2,18,31,0,1,,,,,,
32,2020-03-20,0,11,50,5,3,8,25,25,3,2,,,,,,
32,2020-03-21,0,1,56,0,0,1,29,27,0,0,,,,,,
33,2020-02-24,0,0,945,0,0,0,487,458,0,0,0,1025,0,0,429,596
33,2020-02-25,0,0,912,0,0,0,460,452,0,0,0,883,0,0,391,492
33,2020-02-26,0,0,837,0,0,0,450,387,0,0,0,930,0,0,394,536
33,2020-02-27,0,0,854,0,0,0,422,432,0,0,0,896,0,0,372,524
33,2020-02-28,0,0,906,0,0,0,459,447,0,0,0,958,0,0,401,557
33,2020-02-29,0,0,912,0,0,0,469,443,0,0,0,1133,0,0,465,668
33,2020-03-01,0,0,850,0,0,0,426,423,0,0,0,1016,0,0,440,576
33,2020-03-02,0,0,887,0,0,0,460,427,0,0,0,1034,0,0,456,578
33,2020-03-03,0,0,814,0,0,0,411,403,0,0,0,917,0,0,367,550
33,2020-03-04,0,1,787,1,0,1,377,410,0,1,2,898,1,1,386,512
33,2020-03-05,0,2,829,0,1,1,431,398,0,0,0,887,0,0,384,503
33,2020-03-06,0,0,863,0,0,0,435,428,0,0,1,761,0,1,328,433
33,2020-03-07,0,2,900,0,2,0,454,446,0,0,13,1127,8,5,485,642
33,2020-03-08,0,0,888,0,0,0,478,410,0,0,16,1071,10,6,486,585
33,2020-03-09,0,1,886,1,0,1,483,403,0,1,15,948,11,4,412,536
33,2020-03-10,0,0,856,0,0,0,460,396,0,0,14,905,6,8,378,527
33,2020-03-11,0,2,830,0,0,2,433,397,0,0,32,892,18,14,389,503
33,2020-03-12,0,1,875,1,0,1,456,419,0,1,26,866,14,12,370,496
33,2020-03-13,0,1,801,0,1,0,406,395,0,0,38,893,16,22,393,500
33,2020-03-14,0,10,818,3,7,3,463,355,2,1,73,1156,31,42,485,671
33,2020-03-15,0,11,703,4,7,4,388,315,2,2,142,1078,68,74,458,620
33,2020-03-16,0,25,592,9,9,16,323,269,1,8,144,972,60,84,402,570
33,2020-03-17,0,34,489,10,16,18,260,229,7,3,98,789,38,60,336,453
33,2020-03-18,0,34,552,8,14,20,276,276,5,3,105,802,49,56,344,458
33,2020-03-19,0,46,548,16,23,23,266,282,10,6,114,729,45,69,305,424
33,2020-03-20,0,57,473,12,19,38,239,234,5,7,115,720,46,69,312,408
33,2020-03-21,0,47,469,12,21,26,244,225,8,4,161,922,74,87,403,519
34,2020-02-24,0,0,951,0,0,0,499,452,0,0,0,140,0,0,50,87
34,2020-02-25,0,0,927,0,0,0,452,475,0,0,0,136,0,0,55,77
34,2020-02-26,0,0,927,0,0,0,452,475,0,0,0,150,0,0,64,86
34,2020-02-27,0,1,914,0,1,0,442,472,0,0,0,153,0,0,45,108
34,2020-02-28,0,0,854,0,0,0,418,436,0,0,0,145,0,0,56,89
34,2020-02-29,0,0,920,0,0,0,459,461,0,0,0,107,0,0,44,63
34,2020-03-01,0,0,910,0,0,0,444,466,0,0,0,102,0,0,41,61
34,2020-03-02,0,0,974,0,0,0,487,487,0,0,0,155,0,0,57,98
34,2020-03-03,0,0,814,0,0,0,388,426,0,0,0,147,0,0,63,84
34,2020-03-04,0,0,858,0,0,0,438,420,0,0,0,121,0,0,54,67
34,2020-03-05,0,0,824,0,0,0,427,397,0,0,0,79,0,0,37,42
34,2020-03-06,0,3,875,1,0,3,432,443,0,1,0,69,0,0,21,48
34,2020-03-07,0,4,939,4,2,2,473,466,2,2,0,194,0,0,72,116
34,2020-03-08,0,4,924,4,2,2,492,432,2,2,0,210,0,0,65,132
34,2020-03-09,0,1,855,1,1,0,430,425,1,0,0,132,0,0,57,75
34,2020-03-10,0,3,857,1,2,1,457,400,1,0,0,128,0,0,52,76
34,2020-03-11,0,4,809,2,3,1,425,384,2,0,1,117,1,0,39,78
34,2020-03-12,0,16,735,3,4,12,369,366,0,3,0,79,0,0,33,46
34,2020-03-13,0,11,726,7,7,4,407,319,5,2,1,68,1,0,25,43
34,2020-03-14,0,13,730,8,6,7,376,354,5,3,0,131,0,0,61,70
34,2020-03-15,0,23,636,7,17,6,327,309,5,2,19,178,9,10,70,108
34,2020-03-16,0,10,550,7,4,6,272,278,2,5,18,73,6,12,25,48
34,2020-03-17,0,10,463,5,6,4,233,230,3,2,6,61,2,4,26,35
34,2020-03-18,0,41,471,14,17,24,227,244,6,8,14,84,4,10,30,54
34,2020-03-19,0,29,452,12,14,15,208,244,7,5,16,91,5,11,38,53
34,2020-03-20,0,7,416,3,3,4,205,211,1,2,13,94,5,8,30,64
34,2020-03-21,0,13,356,7,8,5,171,185,6,1,19,80,6,13,29,51
35,2020-02-24,0,0,708,0,0,0,363,345,0,0,0,177,0,0,79,98
35,2020-02-25,0,0,530,0,0,0,271,259,0,0,0,166,0,0,70,96
35,2020-02-26,0,0,594,0,0,0,331,263,0,0,0,143,0,0,52,91
35,2020-02-27,0,0,595,0,0,0,305,290,0,0,0,176,0,0,68,108
35,2020-02-28,0,0,569,0,0,0,281,288,0,0,0,173,0,0,75,98
35,2020-02-29,0,0,581,0,0,0,328,253,0,0,0,298,0,0,132,166
35,2020-03-01,0,0,593,0,0,0,328,265,0,0,0,267,0,0,116,151
35,2020-03-02,0,0,675,0,0,0,347,328,0,0,0,171,0,0,74,97
35,2020-03-03,0,0,609,0,0,0,332,277,0,0,0,163,0,0,75,88
35,2020-03-04,0,0,612,0,0,0,309,303,0,0,0,162,0,0,70,92
35,2020-03-05,0,0,559,0,0,0,286,273,0,0,0,149,0,0,69,80
35,2020-03-06,0,1,644,1,0,1,338,306,0,1,0,163,0,0,69,94
35,2020-03-07,0,0,553,0,0,0,297,256,0,0,0,253,0,0,106,147
35,2020-03-08,0,0,549,0,0,0,303,246,0,0,2,240,1,1,107,133
35,2020-03-09,0,0,653,0,0,0,349,304,0,0,0,152,0,0,67,85
35,2020-03-10,0,0,623,0,0,0,327,296,0,0,0,168,0,0,84,84
35,2020-03-11,0,1,579,0,0,1,314,265,0,0,0,154,0,0,74,80
35,2020-03-12,0,5,578,2,4,1,329,249,2,0,0,148,0,0,66,82
35,2020-03-13,0,7,493,1,2,5,264,229,1,0,2,141,1,1,64,77
35,2020-03-14,0,15,517,5,9,6,290,227,3,2,2,249,0,2,107,142
35,2020-03-15,0,16,507,7,11,5,279,228,6,1,5,293,2,3,123,170
35,2020-03-16,0,17,452,11,11,6,248,204,7,4,13,169,5,8,78,91
35,2020-03-17,0,19,361,9,6,13,192,169,4,5,13,142,8,5,69,73
35,2020-03-18,0,20,343,5,7,13,162,181,3,2,5,146,2,3,69,77
35,2020-03-19,0,23,350,14,7,16,171,179,5,9,11,137,6,5,58,79
35,2020-03-20,0,17,380,9,8,9,196,184,5,4,13,147,7,6,69,78
35,2020-03-21,0,23,255,12,9,14,135,120,3,9,21,225,10,11,91,134
36,2020-02-24,0,0,152,0,0,0,79,73,0,0,,,,,,
36,2020-02-25,0,0,147,0,0,0,75,72,0,0,,,,,,
36,2020-02-26,0,0,112,0,0,0,63,49,0,0,,,,,,
36,2020-02-27,0,0,133,0,0,0,64,69,0,0,,,,,,
36,2020-02-28,0,0,127,0,0,0,61,65,0,0,,,,,,
36,2020-02-29,0,0,84,0,0,0,36,48,0,0,,,,,,
36,2020-03-01,0,0,89,0,0,0,47,41,0,0,,,,,,
36,2020-03-02,0,0,110,0,0,0,55,54,0,0,,,,,,
36,2020-03-03,0,0,101,0,0,0,53,48,0,0,,,,,,
36,2020-03-04,0,0,98,0,0,0,49,49,0,0,,,,,,
36,2020-03-05,0,0,125,0,0,0,55,70,0,0,,,,,,
36,2020-03-06,0,0,122,0,0,0,62,60,0,0,,,,,,
36,2020-03-07,0,0,92,0,0,0,49,43,0,0,,,,,,
36,2020-03-08,0,0,125,0,0,0,66,59,0,0,,,,,,
36,2020-03-09,0,0,174,0,0,0,93,80,0,0,,,,,,
36,2020-03-10,0,0,107,0,0,0,54,53,0,0,,,,,,
36,2020-03-11,0,0,107,0,0,0,50,57,0,0,,,,,,
36,2020-03-12,0,0,115,0,0,0,61,54,0,0,,,,,,
36,2020-03-13,0,0,97,0,0,0,48,49,0,0,,,,,,
36,2020-03-14,0,0,93,0,0,0,49,44,0,0,,,,,,
36,2020-03-15,0,0,113,0,0,0,57,56,0,0,,,,,,
36,2020-03-16,0,0,86,0,0,0,46,40,0,0,,,,,,
36,2020-03-17,0,0,67,0,0,0,45,22,0,0,,,,,,
36,2020-03-18,0,0,78,0,0,0,51,27,0,0,,,,,,
36,2020-03-19,0,0,83,0,0,0,38,45,0,0,,,,,,
36,2020-03-20,0,1,80,1,0,1,37,43,0,1,,,,,,
36,2020-03-21,0,2,55,0,0,2,32,23,0,0,,,,,,
37,2020-02-24,0,0,376,0,0,0,193,183,0,0,0,188,0,0,88,100
37,2020-02-25,0,0,355,0,0,0,179,176,0,0,0,177,0,0,78,99
37,2020-02-26,0,0,322,0,0,0,149,173,0,0,0,193,0,0,69,124
37,2020-02-27,0,0,378,0,0,0,198,180,0,0,0,158,0,0,71,87
37,2020-02-28,0,0,342,0,0,0,187,155,0,0,0,185,0,0,76,109
37,2020-02-29,0,0,303,0,0,0,158,145,0,0,0,256,0,0,106,150
37,2020-03-01,0,0,334,0,0,0,185,149,0,0,0,229,0,0,107,122
37,2020-03-02,0,0,370,0,0,0,196,174,0,0,0,194,0,0,73,121
37,2020-03-03,0,0,371,0,0,0,182,188,0,0,1,177,0,1,55,122
37,2020-03-04,0,0,308,0,0,0,146,162,0,0,0,211,0,0,83,128
37,2020-03-05,0,0,349,0,0,0,170,179,0,0,0,181,0,0,74,107
37,2020-03-06,0,0,330,0,0,0,161,168,0,0,0,189,0,0,74,115
37,2020-03-07,0,0,331,0,0,0,171,160,0,0,1,261,1,0,105,156
37,2020-03-08,0,0,317,0,0,0,168,149,0,0,0,224,0,0,96,128
37,2020-03-09,0,1,404,1,0,1,205,199,0,1,0,191,0,0,83,108
37,2020-03-10,0,0,333,0,0,0,159,174,0,0,0,198,0,0,84,114
37,2020-03-11,0,1,314,0,1,0,170,144,0,0,1,199,1,0,81,118
37,2020-03-12,0,1,350,1,1,0,172,178,1,0,0,189,0,0,85,104
37,2020-03-13,0,0,315,0,0,0,179,136,0,0,0,167,0,0,64,103
37,2020-03-14,0,4,300,2,2,2,160,140,1,1,0,245,0,0,101,144
37,2020-03-15,0,8,244,5,3,5,123,121,2,3,3,226,2,1,84,142
37,2020-03-16,0,5,261,4,3,2,141,120,3,1,0,171,0,0,76,95
37,2020-03-17,0,17,200,8,6,11,101,97,3,5,3,116,0,3,56,60
37,2020-03-18,0,18,216,4,4,14,109,107,2,2,11,148,2,9,73,75
37,2020-03-19,0,11,189,10,7,4,101,88,7,3,12,94,6,6,40,54
37,2020-03-20,0,19,190,12,13,6,109,81,9,3,10,78,7,3,40,38
37,2020-03-21,0,16,126,1,5,11,61,65,0,1,10,186,3,7,80,106
38,2020-02-24,0,0,1090,0,0,0,580,510,0,0,0,238,0,0,97,141
38,2020-02-25,0,0,936,0,0,0,473,463,0,0,0,238,0,0,89,149
38,2020-02-26,0,0,927,0,0,0,450,477,0,0,0,229,0,0,104,125
38,2020-02-27,0,0,850,0,0,0,415,435,0,0,0,262,0,0,125,137
38,2020-02-28,0,0,943,0,0,0,469,474,0,0,0,201,0,0,97,104
38,2020-02-29,0,0,904,0,0,0,458,446,0,0,0,252,0,0,101,151
38,2020-03-01,0,1,864,0,0,1,438,426,0,0,0,221,0,0,88,133
38,2020-03-02,0,0,928,0,0,0,461,467,0,0,0,217,0,0,91,126
38,2020-03-03,0,0,834,0,0,0,403,431,0,0,0,200,0,0,75,125
38,2020-03-04,0,0,871,0,0,0,436,435,0,0,0,225,0,0,91,134
38,2020-03-05,0,0,813,0,0,0,406,407,0,0,0,211,0,0,91,120
38,2020-03-06,0,0,838,0,0,0,420,418,0,0,0,212,0,0,92,120
38,2020-03-07,0,0,858,0,0,0,431,427,0,0,0,226,0,0,97,129
38,2020-03-08,0,0,863,0,0,0,437,426,0,0,0,228,0,0,97,131
38,2020-03-09,0,0,944,0,0,0,471,473,0,0,0,192,0,0,92,100
38,2020-03-10,0,0,766,0,0,0,393,373,0,0,0,213,0,0,92,121
38,2020-03-11,0,0,827,0,0,0,426,401,0,0,3,231,3,0,93,137
38,2020-03-12,0,0,809,0,0,0,410,399,0,0,1,180,1,0,71,109
38,2020-03-13,0,1,736,1,1,0,390,346,1,0,4,218,0,4,82,136
38,2020-03-14,0,6,696,0,3,3,380,316,0,0,20,275,12,8,124,150
38,2020-03-15,0,2,637,0,0,2,321,316,0,0,39,209,13,26,86,123
38,2020-03-16,0,0,567,0,0,0,304,263,0,0,28,184,12,16,86,98
38,2020-03-17,0,9,474,3,6,3,239,235,3,0,30,157,14,16,63,94
38,2020-03-18,0,4,484,0,2,2,260,224,0,0,20,100,8,12,45,55
38,2020-03-19,0,1,458,1,1,0,245,213,1,0,25,122,12,13,50,72
38,2020-03-20,0,7,482,3,4,3,247,235,1,2,33,153,14,19,66,87
38,2020-03-21,0,12,400,3,4,8,192,208,1,2,56,187,15,40,71,115
39,2020-02-24,0,0,277,0,0,0,142,135,0,0,,,,,,
39,2020-02-25,0,0,235,0,0,0,120,115,0,0,,,,,,
39,2020-02-26,0,0,193,0,0,0,93,100,0,0,,,,,,
39,2020-02-27,0,0,218,0,0,0,116,102,0,0,,,,,,
39,2020-02-28,0,0,220,0,0,0,105,115,0,0,,,,,,
39,2020-02-29,0,0,193,0,0,0,109,84,0,0,,,,,,
39,2020-03-01,0,0,205,0,0,0,113,92,0,0,,,,,,
39,2020-03-02,0,0,244,0,0,0,109,134,0,0,,,,,,
39,2020-03-03,0,0,219,0,0,0,120,98,0,0,,,,,,
39,2020-03-04,0,0,193,0,0,0,88,105,0,0,,,,,,
39,2020-03-05,0,2,208,1,1,1,97,111,1,0,,,,,,
39,2020-03-06,0,0,211,0,0,0,111,100,0,0,,,,,,
39,2020-03-07,0,1,201,0,1,0,91,110,0,0,,,,,,
39,2020-03-08,0,4,195,2,2,2,104,91,1,1,,,,,,
39,2020-03-09,0,0,193,0,0,0,105,88,0,0,,,,,,
39,2020-03-10,0,7,175,3,5,2,85,90,2,1,,,,,,
39,2020-03-11,0,4,167,0,0,4,81,86,0,0,,,,,,
39,2020-03-12,0,9,179,2,2,7,103,76,0,2,,,,,,
39,2020-03-13,0,5,156,2,3,2,76,79,2,0,,,,,,
39,2020-03-14,0,4,159,1,2,2,80,79,1,0,,,,,,
39,2020-03-15,0,8,149,3,4,4,78,71,2,1,,,,,,
39,2020-03-16,0,13,141,1,5,8,69,71,1,0,,,,,,
39,2020-03-17,0,12,116,3,5,7,64,52,3,0,,,,,,
39,2020-03-18,0,10,101,7,4,6,55,46,3,4,,,,,,
39,2020-03-19,0,7,105,2,4,3,47,58,0,2,,,,,,
39,2020-03-20,0,12,80,4,4,8,38,42,2,2,,,,,,
39,2020-03-21,0,17,105,4,6,11,45,60,0,4,,,,,,
40,2020-02-24,0,0,219,0,0,0,113,106,0,0,,,,,,
40,2020-02-25,0,0,198,0,0,0,105,93,0,0,,,,,,
40,2020-02-26,0,0,189,0,0,0,92,97,0,0,,,,,,
40,2020-02-27,0,3,177,1,1,2,95,82,1,0,,,,,,
40,2020-02-28,0,2,192,0,1,1,100,92,0,0,,,,,,
40,2020-02-29,0,1,221,0,0,1,107,114,0,0,,,,,,
40,2020-03-01,0,0,166,0,0,0,85,81,0,0,,,,,,
40,2020-03-02,0,1,184,0,0,1,91,93,0,0,,,,,,
40,2020-03-03,0,2,170,0,2,0,99,71,0,0,,,,,,
40,2020-03-04,0,1,185,0,0,1,90,95,0,0,,,,,,
