reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
03,2020-03-18,0,1,189,0,1,0,100,89,0,0,,,,,,
03,2020-03-18,A,0,51,0,,,,,,,,,,,,
03,2020-03-18,B,1,82,0,,,,,,,,,,,,
03,2020-03-18,C,0,39,0,,,,,,,,,,,,
03,2020-03-18,D,0,11,0,,,,,,,,,,,,
03,2020-03-18,E,0,6,0,,,,,,,,,,,,
03,2020-03-19,0,0,173,0,0,0,84,89,0,0,,,,,,
03,2020-03-19,A,0,46,0,,,,,,,,,,,,
03,2020-03-19,B,0,84,0,,,,,,,,,,,,
03,2020-03-19,C,0,33,0,,,,,,,,,,,,
03,2020-03-19,D,0,7,0,,,,,,,,,,,,
03,2020-03-19,E,0,3,0,,,,,,,,,,,,
03,2020-03-20,0,0,147,0,0,0,71,76,0,0,,,,,,
03,2020-03-20,A,0,30,0,,,,,,,,,,,,
03,2020-03-20,B,0,75,0,,,,,,,,,,,,
03,2020-03-20,C,0,27,0,,,,,,,,,,,,
03,2020-03-20,D,0,9,0,,,,,,,,,,,,
03,2020-03-20,E,0,6,0,,,,,,,,,,,,
03,2020-03-21,0,,,,,,,,,,,,,,,
03,2020-03-21,A,,,,,,,,,,,,,,,
03,2020-03-21,B,,,,,,,,,,,,,,,
03,2020-03-21,C,,,,,,,,,,,,,,,
03,2020-03-21,D,,,,,,,,,,,,,,,
03,2020-03-21,E,,,,,,,,,,,,,,,
04,2020-02-24,0,0,579,0,0,0,298,281,0,0,,,,,,
04,2020-02-24,A,0,155,0,,,,,,,,,,,,
04,2020-02-24,B,0,197,0,,,,,,,,,,,,
04,2020-02-24,C,0,132,0,,,,,,,,,,,,
04,2020-02-24,D,0,46,0,,,,,,,,,,,,
04,2020-02-24,E,0,49,0,,,,,,,,,,,,
04,2020-02-25,0,0,489,0,0,0,262,227,0,0,,,,,,
04,2020-02-25,A,0,124,0,,,,,,,,,,,,
04,2020-02-25,B,0,173,0,,,,,,,,,,,,
04,2020-02-25,C,0,99,0,,,,,,,,,,,,
04,2020-02-25,D,0,43,0,,,,,,,,,,,,
04,2020-02-25,E,0,50,0,,,,,,,,,,,,
04,2020-02-26,0,0,477,0,0,0,245,232,0,0,,,,,,
04,2020-02-26,A,0,134,0,,,,,,,,,,,,
04,2020-02-26,B,0,151,0,,,,,,,,,,,,
04,2020-02-26,C,0,103,0,,,,,,,,,,,,
04,2020-02-26,D,0,37,0,,,,,,,,,,,,
04,2020-02-26,E,0,52,0,,,,,,,,,,,,
04,2020-02-27,0,0,425,0,0,0,219,206,0,0,,,,,,
04,2020-02-27,A,0,117,0,,,,,,,,,,,,
04,2020-02-27,B,0,140,0,,,,,,,,,,,,
04,2020-02-27,C,0,84,0,,,,,,,,,,,,
04,2020-02-27,D,0,46,0,,,,,,,,,,,,
04,2020-02-27,E,0,38,0,,,,,,,,,,,,
04,2020-02-28,0,0,521,0,0,0,245,276,0,0,,,,,,
04,2020-02-28,A,0,158,0,,,,,,,,,,,,
04,2020-02-28,B,0,157,0,,,,,,,,,,,,
04,2020-02-28,C,0,117,0,,,,,,,,,,,,
04,2020-02-28,D,0,42,0,,,,,,,,,,,,
04,2020-02-28,E,0,47,0,,,,,,,,,,,,
04,2020-02-29,0,0,554,0,0,0,305,248,0,0,,,,,,
04,2020-02-29,A,0,132,0,,,,,,,,,,,,
04,2020-02-29,B,0,181,0,,,,,,,,,,,,
04,2020-02-29,C,0,139,0,,,,,,,,,,,,
04,2020-02-29,D,0,50,0,,,,,,,,,,,,
04,2020-02-29,E,0,52,0,,,,,,,,,,,,
04,2020-03-01,0,0,514,0,0,0,282,232,0,0,,,,,,
04,2020-03-01,A,0,133,0,,,,,,,,,,,,
04,2020-03-01,B,0,209,0,,,,,,,,,,,,
04,2020-03-01,C,0,100,0,,,,,,,,,,,,
04,2020-03-01,D,0,30,0,,,,,,,,,,,,
04,2020-03-01,E,0,42,0,,,,,,,,,,,,
04,2020-03-02,0,1,533,1,0,1,274,259,0,1,,,,,,
04,2020-03-02,A,0,167,0,,,,,,,,,,,,
04,2020-03-02,B,0,176,0,,,,,,,,,,,,
04,2020-03-02,C,1,113,1,,,,,,,,,,,,
04,2020-03-02,D,0,40,0,,,,,,,,,,,,
04,2020-03-02,E,0,37,0,,,,,,,,,,,,
04,2020-03-03,0,0,470,0,0,0,251,219,0,0,,,,,,
04,2020-03-03,A,0,108,0,,,,,,,,,,,,
04,2020-03-03,B,0,164,0,,,,,,,,,,,,
04,2020-03-03,C,0,120,0,,,,,,,,,,,,
04,2020-03-03,D,0,38,0,,,,,,,,,,,,
04,2020-03-03,E,0,40,0,,,,,,,,,,,,
04,2020-03-04,0,0,512,0,0,0,276,236,0,0,,,,,,
04,2020-03-04,A,0,134,0,,,,,,,,,,,,
04,2020-03-04,B,0,174,0,,,,,,,,,,,,
04,2020-03-04,C,0,110,0,,,,,,,,,,,,
04,2020-03-04,D,0,44,0,,,,,,,,,,,,
04,2020-03-04,E,0,50,0,,,,,,,,,,,,
04,2020-03-05,0,0,495,0,0,0,235,260,0,0,,,,,,
04,2020-03-05,A,0,134,0,,,,,,,,,,,,
04,2020-03-05,B,0,177,0,,,,,,,,,,,,
04,2020-03-05,C,0,102,0,,,,,,,,,,,,
04,2020-03-05,D,0,31,0,,,,,,,,,,,,
04,2020-03-05,E,0,51,0,,,,,,,,,,,,
04,2020-03-06,0,4,568,4,1,3,290,278,1,3,,,,,,
04,2020-03-06,A,1,139,1,,,,,,,,,,,,
04,2020-03-06,B,2,198,2,,,,,,,,,,,,
04,2020-03-06,C,1,133,1,,,,,,,,,,,,
04,2020-03-06,D,0,48,0,,,,,,,,,,,,
04,2020-03-06,E,0,50,0,,,,,,,,,,,,
04,2020-03-07,0,0,540,0,0,0,280,260,0,0,,,,,,
04,2020-03-07,A,0,113,0,,,,,,,,,,,,
04,2020-03-07,B,0,212,0,,,,,,,,,,,,
04,2020-03-07,C,0,123,0,,,,,,,,,,,,
04,2020-03-07,D,0,46,0,,,,,,,,,,,,
04,2020-03-07,E,0,46,0,,,,,,,,,,,,
04,2020-03-08,0,0,536,0,0,0,308,228,0,0,,,,,,
04,2020-03-08,A,0,149,0,,,,,,,,,,,,
04,2020-03-08,B,0,200,0,,,,,,,,,,,,
04,2020-03-08,C,0,108,0,,,,,,,,,,,,
04,2020-03-08,D,0,41,0,,,,,,,,,,,,
04,2020-03-08,E,0,38,0,,,,,,,,,,,,
04,2020-03-09,0,2,549,1,1,1,288,261,1,0,,,,,,
04,2020-03-09,A,0,139,0,,,,,,,,,,,,
04,2020-03-09,B,2,174,1,,,,,,,,,,,,
04,2020-03-09,C,0,134,0,,,,,,,,,,,,
04,2020-03-09,D,0,38,0,,,,,,,,,,,,
04,2020-03-09,E,0,64,0,,,,,,,,,,,,
04,2020-03-10,0,7,486,7,5,2,282,204,5,2,,,,,,
04,2020-03-10,A,0,135,0,,,,,,,,,,,,
04,2020-03-10,B,5,163,5,,,,,,,,,,,,
04,2020-03-10,C,2,110,2,,,,,,,,,,,,
04,2020-03-10,D,0,29,0,,,,,,,,,,,,
04,2020-03-10,E,0,49,0,,,,,,,,,,,,
04,2020-03-11,0,12,481,11,8,4,277,204,7,4,,,,,,
04,2020-03-11,A,1,120,1,,,,,,,,,,,,
04,2020-03-11,B,3,166,3,,,,,,,,,,,,
04,2020-03-11,C,5,101,4,,,,,,,,,,,,
04,2020-03-11,D,1,38,1,,,,,,,,,,,,
04,2020-03-11,E,2,56,2,,,,,,,,,,,,
04,2020-03-12,0,29,515,29,11,18,276,239,11,18,,,,,,
04,2020-03-12,A,3,146,3,,,,,,,,,,,,
04,2020-03-12,B,10,165,10,,,,,,,,,,,,
04,2020-03-12,C,10,110,10,,,,,,,,,,,,
04,2020-03-12,D,6,44,6,,,,,,,,,,,,
04,2020-03-12,E,0,50,0,,,,,,,,,,,,
04,2020-03-13,0,1,475,0,0,1,271,204,0,0,,,,,,
04,2020-03-13,A,0,109,0,,,,,,,,,,,,
04,2020-03-13,B,1,188,0,,,,,,,,,,,,
04,2020-03-13,C,0,93,0,,,,,,,,,,,,
04,2020-03-13,D,0,35,0,,,,,,,,,,,,
04,2020-03-13,E,0,50,0,,,,,,,,,,,,
04,2020-03-14,0,0,504,0,0,0,285,219,0,0,,,,,,
04,2020-03-14,A,0,133,0,,,,,,,,,,,,
04,2020-03-14,B,0,177,0,,,,,,,,,,,,
04,2020-03-14,C,0,110,0,,,,,,,,,,,,
04,2020-03-14,D,0,41,0,,,,,,,,,,,,
04,2020-03-14,E,0,43,0,,,,,,,,,,,,
04,2020-03-15,0,0,444,0,0,0,245,199,0,0,,,,,,
04,2020-03-15,A,0,122,0,,,,,,,,,,,,
04,2020-03-15,B,0,162,0,,,,,,,,,,,,
04,2020-03-15,C,0,82,0,,,,,,,,,,,,
04,2020-03-15,D,0,37,0,,,,,,,,,,,,
04,2020-03-15,E,0,41,0,,,,,,,,,,,,
04,2020-03-16,0,0,432,0,0,0,235,197,0,0,,,,,,
04,2020-03-16,A,0,107,0,,,,,,,,,,,,
04,2020-03-16,B,0,127,0,,,,,,,,,,,,
04,2020-03-16,C,0,110,0,,,,,,,,,,,,
04,2020-03-16,D,0,42,0,,,,,,,,,,,,
04,2020-03-16,E,0,46,0,,,,,,,,,,,,
04,2020-03-17,0,1,342,0,1,0,188,154,0,0,,,,,,
04,2020-03-17,A,0,83,0,,,,,,,,,,,,
04,2020-03-17,B,1,116,0,,,,,,,,,,,,
04,2020-03-17,C,0,79,0,,,,,,,,,,,,
04,2020-03-17,D,0,30,0,,,,,,,,,,,,
04,2020-03-17,E,0,34,0,,,,,,,,,,,,
04,2020-03-18,0,0,347,0,0,0,191,156,0,0,,,,,,
04,2020-03-18,A,0,74,0,,,,,,,,,,,,
04,2020-03-18,B,0,112,0,,,,,,,,,,,,
04,2020-03-18,C,0,80,0,,,,,,,,,,,,
04,2020-03-18,D,0,42,0,,,,,,,,,,,,
04,2020-03-18,E,0,39,0,,,,,,,,,,,,
04,2020-03-19,0,1,350,1,0,1,175,175,0,1,,,,,,
04,2020-03-19,A,0,73,0,,,,,,,,,,,,
04,2020-03-19,B,1,116,1,,,,,,,,,,,,
04,2020-03-19,C,0,82,0,,,,,,,,,,,,
04,2020-03-19,D,0,35,0,,,,,,,,,,,,
04,2020-03-19,E,0,44,0,,,,,,,,,,,,
04,2020-03-20,0,0,290,0,0,0,157,133,0,0,,,,,,
04,2020-03-20,A,0,62,0,,,,,,,,,,,,
04,2020-03-20,B,0,95,0,,,,,,,,,,,,
04,2020-03-20,C,0,68,0,,,,,,,,,,,,
04,2020-03-20,D,0,31,0,,,,,,,,,,,,
04,2020-03-20,E,0,34,0,,,,,,,,,,,,
04,2020-03-21,0,1,234,0,1,0,145,89,0,0,,,,,,
04,2020-03-21,A,0,45,0,,,,,,,,,,,,
04,2020-03-21,B,0,78,0,,,,,,,,,,,,
04,2020-03-21,C,1,63,0,,,,,,,,,,,,
04,2020-03-21,D,0,25,0,,,,,,,,,,,,
04,2020-03-21,E,0,23,0,,,,,,,,,,,,
06,2020-02-24,0,0,142,0,0,0,85,57,0,0,,,,,,
06,2020-02-24,A,0,47,0,,,,,,,,,,,,
06,2020-02-24,B,0,75,0,,,,,,,,,,,,
06,2020-02-24,C,0,14,0,,,,,,,,,,,,
06,2020-02-24,D,0,5,0,,,,,,,,,,,,
06,2020-02-24,E,0,1,0,,,,,,,,,,,,
06,2020-02-25,0,0,127,0,0,0,54,73,0,0,,,,,,
06,2020-02-25,A,0,47,0,,,,,,,,,,,,
06,2020-02-25,B,0,61,0,,,,,,,,,,,,
06,2020-02-25,C,0,13,0,,,,,,,,,,,,
06,2020-02-25,D,0,1,0,,,,,,,,,,,,
06,2020-02-25,E,0,5,0,,,,,,,,,,,,
06,2020-02-26,0,0,141,0,0,0,68,73,0,0,,,,,,
06,2020-02-26,A,0,60,0,,,,,,,,,,,,
06,2020-02-26,B,0,53,0,,,,,,,,,,,,
06,2020-02-26,C,0,15,0,,,,,,,,,,,,
06,2020-02-26,D,0,10,0,,,,,,,,,,,,
06,2020-02-26,E,0,3,0,,,,,,,,,,,,
06,2020-02-27,0,0,116,0,0,0,54,62,0,0,,,,,,
06,2020-02-27,A,0,42,0,,,,,,,,,,,,
06,2020-02-27,B,0,51,0,,,,,,,,,,,,
06,2020-02-27,C,0,14,0,,,,,,,,,,,,
06,2020-02-27,D,0,4,0,,,,,,,,,,,,
06,2020-02-27,E,0,5,0,,,,,,,,,,,,
06,2020-02-28,0,0,119,0,0,0,66,53,0,0,,,,,,
06,2020-02-28,A,0,53,0,,,,,,,,,,,,
06,2020-02-28,B,0,45,0,,,,,,,,,,,,
06,2020-02-28,C,0,14,0,,,,,,,,,,,,
06,2020-02-28,D,0,5,0,,,,,,,,,,,,
06,2020-02-28,E,0,2,0,,,,,,,,,,,,
06,2020-02-29,0,0,145,0,0,0,87,58,0,0,,,,,,
06,2020-02-29,A,0,61,0,,,,,,,,,,,,
06,2020-02-29,B,0,58,0,,,,,,,,,,,,
06,2020-02-29,C,0,17,0,,,,,,,,,,,,
06,2020-02-29,D,0,4,0,,,,,,,,,,,,
06,2020-02-29,E,0,5,0,,,,,,,,,,,,
06,2020-03-01,0,0,150,0,0,0,90,60,0,0,,,,,,
06,2020-03-01,A,0,68,0,,,,,,,,,,,,
06,2020-03-01,B,0,63,0,,,,,,,,,,,,
06,2020-03-01,C,0,9,0,,,,,,,,,,,,
06,2020-03-01,D,0,4,0,,,,,,,,,,,,
06,2020-03-01,E,0,6,0,,,,,,,,,,,,
06,2020-03-02,0,0,156,0,0,0,86,70,0,0,,,,,,
06,2020-03-02,A,0,63,0,,,,,,,,,,,,
06,2020-03-02,B,0,59,0,,,,,,,,,,,,
06,2020-03-02,C,0,29,0,,,,,,,,,,,,
06,2020-03-02,D,0,4,0,,,,,,,,,,,,
06,2020-03-02,E,0,1,0,,,,,,,,,,,,
06,2020-03-03,0,0,113,0,0,0,57,56,0,0,,,,,,
06,2020-03-03,A,0,45,0,,,,,,,,,,,,
06,2020-03-03,B,0,45,0,,,,,,,,,,,,
06,2020-03-03,C,0,17,0,,,,,,,,,,,,
06,2020-03-03,D,0,5,0,,,,,,,,,,,,
06,2020-03-03,E,0,1,0,,,,,,,,,,,,
06,2020-03-04,0,0,128,0,0,0,68,60,0,0,,,,,,
06,2020-03-04,A,0,55,0,,,,,,,,,,,,
06,2020-03-04,B,0,51,0,,,,,,,,,,,,
06,2020-03-04,C,0,18,0,,,,,,,,,,,,
06,2020-03-04,D,0,2,0,,,,,,,,,,,,
06,2020-03-04,E,0,2,0,,,,,,,,,,,,
06,2020-03-05,0,0,120,0,0,0,68,52,0,0,,,,,,
06,2020-03-05,A,0,50,0,,,,,,,,,,,,
06,2020-03-05,B,0,43,0,,,,,,,,,,,,
06,2020-03-05,C,0,15,0,,,,,,,,,,,,
06,2020-03-05,D,0,6,0,,,,,,,,,,,,
06,2020-03-05,E,0,6,0,,,,,,,,,,,,
06,2020-03-06,0,0,138,0,0,0,70,68,0,0,,,,,,
06,2020-03-06,A,0,53,0,,,,,,,,,,,,
06,2020-03-06,B,0,61,0,,,,,,,,,,,,
06,2020-03-06,C,0,18,0,,,,,,,,,,,,
06,2020-03-06,D,0,4,0,,,,,,,,,,,,
06,2020-03-06,E,0,2,0,,,,,,,,,,,,
06,2020-03-07,0,0,122,0,0,0,57,65,0,0,,,,,,
06,2020-03-07,A,0,40,0,,,,,,,,,,,,
06,2020-03-07,B,0,57,0,,,,,,,,,,,,
06,2020-03-07,C,0,17,0,,,,,,,,,,,,
06,2020-03-07,D,0,6,0,,,,,,,,,,,,
06,2020-03-07,E,0,2,0,,,,,,,,,,,,
06,2020-03-08,0,0,115,0,0,0,66,49,0,0,,,,,,
06,2020-03-08,A,0,44,0,,,,,,,,,,,,
06,2020-03-08,B,0,44,0,,,,,,,,,,,,
06,2020-03-08,C,0,19,0,,,,,,,,,,,,
06,2020-03-08,D,0,2,0,,,,,,,,,,,,
06,2020-03-08,E,0,6,0,,,,,,,,,,,,
06,2020-03-09,0,0,122,0,0,0,70,52,0,0,,,,,,
06,2020-03-09,A,0,41,0,,,,,,,,,,,,
06,2020-03-09,B,0,58,0,,,,,,,,,,,,
06,2020-03-09,C,0,13,0,,,,,,,,,,,,
06,2020-03-09,D,0,4,0,,,,,,,,,,,,
06,2020-03-09,E,0,6,0,,,,,,,,,,,,
06,2020-03-10,0,0,140,0,0,0,81,59,0,0,,,,,,
06,2020-03-10,A,0,58,0,,,,,,,,,,,,
06,2020-03-10,B,0,52,0,,,,,,,,,,,,
06,2020-03-10,C,0,23,0,,,,,,,,,,,,
06,2020-03-10,D,0,3,0,,,,,,,,,,,,
06,2020-03-10,E,0,4,0,,,,,,,,,,,,
06,2020-03-11,0,0,110,0,0,0,58,52,0,0,,,,,,
06,2020-03-11,A,0,47,0,,,,,,,,,,,,
06,2020-03-11,B,0,41,0,,,,,,,,,,,,
06,2020-03-11,C,0,11,0,,,,,,,,,,,,
06,2020-03-11,D,0,7,0,,,,,,,,,,,,
06,2020-03-11,E,0,4,0,,,,,,,,,,,,
06,2020-03-12,0,0,110,0,0,0,71,39,0,0,,,,,,
06,2020-03-12,A,0,35,0,,,,,,,,,,,,
06,2020-03-12,B,0,44,0,,,,,,,,,,,,
06,2020-03-12,C,0,20,0,,,,,,,,,,,,
06,2020-03-12,D,0,6,0,,,,,,,,,,,,
06,2020-03-12,E,0,5,0,,,,,,,,,,,,
06,2020-03-13,0,0,147,0,0,0,82,65,0,0,,,,,,
06,2020-03-13,A,0,64,0,,,,,,,,,,,,
06,2020-03-13,B,0,59,0,,,,,,,,,,,,
06,2020-03-13,C,0,18,0,,,,,,,,,,,,
06,2020-03-13,D,0,3,0,,,,,,,,,,,,
06,2020-03-13,E,0,3,0,,,,,,,,,,,,
06,2020-03-14,0,0,129,0,0,0,70,59,0,0,,,,,,
06,2020-03-14,A,0,47,0,,,,,,,,,,,,
06,2020-03-14,B,0,54,0,,,,,,,,,,,,
06,2020-03-14,C,0,18,0,,,,,,,,,,,,
06,2020-03-14,D,0,7,0,,,,,,,,,,,,
06,2020-03-14,E,0,3,0,,,,,,,,,,,,
06,2020-03-15,0,0,136,0,0,0,80,56,0,0,,,,,,
06,2020-03-15,A,0,48,0,,,,,,,,,,,,
06,2020-03-15,B,0,69,0,,,,,,,,,,,,
06,2020-03-15,C,0,14,0,,,,,,,,,,,,
06,2020-03-15,D,0,3,0,,,,,,,,,,,,
06,2020-03-15,E,0,2,0,,,,,,,,,,,,
06,2020-03-16,0,0,117,0,0,0,78,39,0,0,,,,,,
06,2020-03-16,A,0,48,0,,,,,,,,,,,,
06,2020-03-16,B,0,39,0,,,,,,,,,,,,
06,2020-03-16,C,0,25,0,,,,,,,,,,,,
06,2020-03-16,D,0,4,0,,,,,,,,,,,,
06,2020-03-16,E,0,1,0,,,,,,,,,,,,
06,2020-03-17,0,0,98,0,0,0,52,46,0,0,,,,,,
06,2020-03-17,A,0,34,0,,,,,,,,,,,,
06,2020-03-17,B,0,49,0,,,,,,,,,,,,
06,2020-03-17,C,0,12,0,,,,,,,,,,,,
06,2020-03-17,D,0,2,0,,,,,,,,,,,,
06,2020-03-17,E,0,1,0,,,,,,,,,,,,
06,2020-03-18,0,4,103,0,2,2,56,47,0,0,,,,,,
06,2020-03-18,A,0,29,0,,,,,,,,,,,,
06,2020-03-18,B,3,39,0,,,,,,,,,,,,
06,2020-03-18,C,1,21,0,,,,,,,,,,,,
06,2020-03-18,D,0,12,0,,,,,,,,,,,,
06,2020-03-18,E,0,2,0,,,,,,,,,,,,
06,2020-03-19,0,2,103,0,1,1,63,40,0,0,,,,,,
06,2020-03-19,A,0,34,0,,,,,,,,,,,,
06,2020-03-19,B,0,46,0,,,,,,,,,,,,
06,2020-03-19,C,1,15,0,,,,,,,,,,,,
06,2020-03-19,D,1,8,0,,,,,,,,,,,,
06,2020-03-19,E,,,,,,,,,,,,,,,
06,2020-03-20,0,1,73,1,0,1,33,40,0,1,,,,,,
06,2020-03-20,A,0,23,0,,,,,,,,,,,,
06,2020-03-20,B,0,31,0,,,,,,,,,,,,
06,2020-03-20,C,1,14,1,,,,,,,,,,,,
06,2020-03-20,D,0,2,0,,,,,,,,,,,,
06,2020-03-20,E,0,3,0,,,,,,,,,,,,
06,2020-03-21,0,1,68,0,0,1,39,29,0,0,,,,,,
06,2020-03-21,A,0,24,0,,,,,,,,,,,,
06,2020-03-21,B,1,28,0,,,,,,,,,,,,
06,2020-03-21,C,0,13,0,,,,,,,,,,,,
06,2020-03-21,D,0,3,0,,,,,,,,,,,,
06,2020-03-21,E,,,,,,,,,,,,,,,
07,2020-02-24,0,0,33,0,0,0,20,13,0,0,,,,,,
07,2020-02-24,A,0,4,0,,,,,,,,,,,,
07,2020-02-24,B,0,17,0,,,,,,,,,,,,
07,2020-02-24,C,0,10,0,,,,,,,,,,,,
07,2020-02-24,D,0,2,0,,,,,,,,,,,,
07,2020-02-24,E,,,,,,,,,,,,,,,
07,2020-02-25,0,0,21,0,0,0,15,6,0,0,,,,,,
07,2020-02-25,A,0,1,0,,,,,,,,,,,,
07,2020-02-25,B,0,15,0,,,,,,,,,,,,
07,2020-02-25,C,0,3,0,,,,,,,,,,,,
07,2020-02-25,D,0,1,0,,,,,,,,,,,,
07,2020-02-25,E,0,1,0,,,,,,,,,,,,
07,2020-02-26,0,0,27,0,0,0,17,10,0,0,,,,,,
07,2020-02-26,A,0,2,0,,,,,,,,,,,,
07,2020-02-26,B,0,15,0,,,,,,,,,,,,
07,2020-02-26,C,0,7,0,,,,,,,,,,,,
07,2020-02-26,D,0,2,0,,,,,,,,,,,,
07,2020-02-26,E,0,1,0,,,,,,,,,,,,
07,2020-02-27,0,0,26,0,0,0,15,11,0,0,,,,,,
07,2020-02-27,A,,,,,,,,,,,,,,,
07,2020-02-27,B,0,14,0,,,,,,,,,,,,
07,2020-02-27,C,0,5,0,,,,,,,,,,,,
07,2020-02-27,D,0,4,0,,,,,,,,,,,,
07,2020-02-27,E,0,3,0,,,,,,,,,,,,
07,2020-02-28,0,0,15,0,0,0,10,5,0,0,,,,,,
07,2020-02-28,A,,,,,,,,,,,,,,,
07,2020-02-28,B,0,9,0,,,,,,,,,,,,
07,2020-02-28,C,0,5,0,,,,,,,,,,,,
07,2020-02-28,D,0,1,0,,,,,,,,,,,,
07,2020-02-28,E,,,,,,,,,,,,,,,
07,2020-02-29,0,0,15,0,0,0,9,6,0,0,,,,,,
07,2020-02-29,A,0,3,0,,,,,,,,,,,,
07,2020-02-29,B,0,9,0,,,,,,,,,,,,
07,2020-02-29,C,0,2,0,,,,,,,,,,,,
07,2020-02-29,D,,,,,,,,,,,,,,,
07,2020-02-29,E,0,1,0,,,,,,,,,,,,
07,2020-03-01,0,0,16,0,0,0,8,8,0,0,,,,,,
07,2020-03-01,A,0,1,0,,,,,,,,,,,,
07,2020-03-01,B,0,10,0,,,,,,,,,,,,
07,2020-03-01,C,0,4,0,,,,,,,,,,,,
07,2020-03-01,D,0,1,0,,,,,,,,,,,,
07,2020-03-01,E,,,,,,,,,,,,,,,
07,2020-03-02,0,0,26,0,0,0,18,8,0,0,,,,,,
07,2020-03-02,A,0,3,0,,,,,,,,,,,,
07,2020-03-02,B,0,12,0,,,,,,,,,,,,
07,2020-03-02,C,0,9,0,,,,,,,,,,,,
07,2020-03-02,D,0,1,0,,,,,,,,,,,,
07,2020-03-02,E,0,1,0,,,,,,,,,,,,
07,2020-03-03,0,0,28,0,0,0,23,5,0,0,,,,,,
07,2020-03-03,A,0,3,0,,,,,,,,,,,,
07,2020-03-03,B,0,14,0,,,,,,,,,,,,
07,2020-03-03,C,0,10,0,,,,,,,,,,,,
07,2020-03-03,D,,,,,,,,,,,,,,,
07,2020-03-03,E,0,1,0,,,,,,,,,,,,
07,2020-03-04,0,0,28,0,0,0,15,13,0,0,,,,,,
07,2020-03-04,A,0,3,0,,,,,,,,,,,,
07,2020-03-04,B,0,16,0,,,,,,,,,,,,
07,2020-03-04,C,0,8,0,,,,,,,,,,,,
07,2020-03-04,D,0,1,0,,,,,,,,,,,,
07,2020-03-04,E,,,,,,,,,,,,,,,
07,2020-03-05,0,0,23,0,0,0,16,7,0,0,,,,,,
07,2020-03-05,A,0,1,0,,,,,,,,,,,,
07,2020-03-05,B,0,10,0,,,,,,,,,,,,
07,2020-03-05,C,0,10,0,,,,,,,,,,,,
07,2020-03-05,D,,,,,,,,,,,,,,,
07,2020-03-05,E,0,2,0,,,,,,,,,,,,
07,2020-03-06,0,0,19,0,0,0,10,9,0,0,,,,,,
07,2020-03-06,A,0,1,0,,,,,,,,,,,,
07,2020-03-06,B,0,13,0,,,,,,,,,,,,
07,2020-03-06,C,0,5,0,,,,,,,,,,,,
07,2020-03-06,D,,,,,,,,,,,,,,,
07,2020-03-06,E,,,,,,,,,,,,,,,
07,2020-03-07,0,0,20,0,0,0,10,10,0,0,,,,,,
07,2020-03-07,A,0,1,0,,,,,,,,,,,,
07,2020-03-07,B,0,10,0,,,,,,,,,,,,
07,2020-03-07,C,0,8,0,,,,,,,,,,,,
07,2020-03-07,D,,,,,,,,,,,,,,,
07,2020-03-07,E,0,1,0,,,,,,,,,,,,
07,2020-03-08,0,0,15,0,0,0,9,6,0,0,,,,,,
07,2020-03-08,A,0,3,0,,,,,,,,,,,,
07,2020-03-08,B,0,9,0,,,,,,,,,,,,
07,2020-03-08,C,0,3,0,,,,,,,,,,,,
07,2020-03-08,D,,,,,,,,,,,,,,,
07,2020-03-08,E,,,,,,,,,,,,,,,
07,2020-03-09,0,0,28,0,0,0,19,9,0,0,,,,,,
07,2020-03-09,A,0,3,0,,,,,,,,,,,,
07,2020-03-09,B,0,10,0,,,,,,,,,,,,
07,2020-03-09,C,0,9,0,,,,,,,,,,,,
07,2020-03-09,D,0,1,0,,,,,,,,,,,,
07,2020-03-09,E,0,5,0,,,,,,,,,,,,
07,2020-03-10,0,0,22,0,0,0,18,4,0,0,,,,,,
07,2020-03-10,A,,,,,,,,,,,,,,,
07,2020-03-10,B,0,12,0,,,,,,,,,,,,
07,2020-03-10,C,0,7,0,,,,,,,,,,,,
07,2020-03-10,D,0,2,0,,,,,,,,,,,,
07,2020-03-10,E,0,1,0,,,,,,,,,,,,
07,2020-03-11,0,0,37,0,0,0,22,15,0,0,,,,,,
07,2020-03-11,A,0,6,0,,,,,,,,,,,,
07,2020-03-11,B,0,17,0,,,,,,,,,,,,
07,2020-03-11,C,0,7,0,,,,,,,,,,,,
07,2020-03-11,D,0,4,0,,,,,,,,,,,,
07,2020-03-11,E,0,3,0,,,,,,,,,,,,
07,2020-03-12,0,0,25,0,0,0,17,8,0,0,,,,,,
07,2020-03-12,A,0,2,0,,,,,,,,,,,,
07,2020-03-12,B,0,14,0,,,,,,,,,,,,
07,2020-03-12,C,0,8,0,,,,,,,,,,,,
07,2020-03-12,D,0,1,0,,,,,,,,,,,,
07,2020-03-12,E,,,,,,,,,,,,,,,
07,2020-03-13,0,0,28,0,0,0,13,15,0,0,,,,,,
07,2020-03-13,A,0,1,0,,,,,,,,,,,,
07,2020-03-13,B,0,13,0,,,,,,,,,,,,
07,2020-03-13,C,0,9,0,,,,,,,,,,,,
07,2020-03-13,D,0,2,0,,,,,,,,,,,,
07,2020-03-13,E,0,3,0,,,,,,,,,,,,
